city,timestamp,temperature,season
New York,2010-08-12,25.839447738913183,summer
New York,2010-08-13,23.600483460763755,summer
New York,2010-08-14,27.765819577259467,summer
New York,2010-08-15,31.453812747819782,summer
New York,2010-08-16,32.162835418617505,summer
New York,2010-08-17,26.77894565745062,summer
New York,2010-08-18,28.963012290672484,summer
New York,2010-08-19,28.71097377318923,summer
New York,2010-08-20,19.00774877759948,summer
New York,2010-08-21,27.99596667039739,summer
New York,2010-08-22,24.038186880658518,summer
New York,2010-08-23,30.08919479873972,summer
New York,2010-08-24,27.823437141034493,summer
New York,2010-08-25,23.381187634781032,summer
New York,2010-08-26,21.706292810934066,summer
New York,2010-08-27,31.54614399622181,summer
New York,2010-08-28,35.706769382216926,summer
New York,2010-08-29,21.77716751990445,summer
New York,2010-08-30,31.606860742124656,summer
New York,2010-08-31,25.469577527114293,summer
New York,2010-09-01,15.372246170879238,autumn
New York,2010-09-02,11.006868635107647,autumn
New York,2010-09-03,20.68697404562325,autumn
New York,2010-09-04,10.074313312035915,autumn
New York,2010-09-05,11.271978787826258,autumn
New York,2010-09-06,12.817704423424798,autumn
New York,2010-09-07,12.522596361814657,autumn
New York,2010-09-08,19.53733662557,autumn
New York,2010-09-09,9.86065327412193,autumn
New York,2010-09-10,16.899883359484505,autumn
New York,2010-09-11,6.707667905741412,autumn
New York,2010-09-12,12.264311276642651,autumn
New York,2010-09-13,18.33645559758335,autumn
New York,2010-09-14,27.63062298307024,autumn
New York,2010-09-15,15.78635711130697,autumn
New York,2010-09-16,13.918000773222387,autumn
New York,2010-09-17,13.715640522065016,autumn
New York,2010-09-18,1.9261258100958645,autumn
New York,2010-09-19,16.406811953648123,autumn
New York,2010-09-20,21.363391276217435,autumn
New York,2010-09-21,12.088731702287532,autumn
New York,2010-09-22,9.266881702419443,autumn
New York,2010-09-23,13.841914336225154,autumn
New York,2010-09-24,15.314142487921993,autumn
New York,2010-09-25,12.629376083951577,autumn
New York,2010-09-26,7.707663374434319,autumn
New York,2010-09-27,17.73894665260609,autumn
New York,2010-09-28,13.744556661467445,autumn
New York,2010-09-29,14.787972837095085,autumn
New York,2010-09-30,14.34936805728195,autumn
New York,2010-10-01,18.041107955130624,autumn
New York,2010-10-02,14.040352983354607,autumn
New York,2010-10-03,9.517756285809611,autumn
New York,2010-10-04,12.97075077159158,autumn
New York,2010-10-05,16.59266496935922,autumn
New York,2010-10-06,12.528132551767747,autumn
New York,2010-10-07,22.728406393928015,autumn
New York,2010-10-08,31.318073072194352,autumn
New York,2010-10-09,16.43562870200979,autumn
New York,2010-10-10,10.57828360874931,autumn
New York,2010-10-11,13.646802989157841,autumn
New York,2010-10-12,16.076948415461242,autumn
New York,2010-10-13,22.388904823622845,autumn
New York,2010-10-14,15.705904252548965,autumn
New York,2010-10-15,12.437519057710452,autumn
New York,2010-10-16,5.471086861261649,autumn
New York,2010-10-17,-0.5533728849508601,autumn
New York,2010-10-18,9.08443169381052,autumn
New York,2010-10-19,-3.2461298896063395,autumn
New York,2010-10-20,11.25163305776885,autumn
New York,2010-10-21,13.342100563403795,autumn
New York,2010-10-22,20.569862062851165,autumn
New York,2010-10-23,11.174255487201814,autumn
New York,2010-10-24,17.057137382040285,autumn
New York,2010-10-25,11.82298024697717,autumn
New York,2010-10-26,15.444211718892038,autumn
New York,2010-10-27,21.943396721091943,autumn
New York,2010-10-28,7.388872702454259,autumn
New York,2010-10-29,15.048430075647284,autumn
New York,2010-10-30,15.750490370187666,autumn
New York,2010-10-31,15.834916152412296,autumn
New York,2010-11-01,14.150906300129185,autumn
New York,2010-11-02,22.54345850241125,autumn
New York,2010-11-03,18.014408553897766,autumn
New York,2010-11-04,19.304768964715375,autumn
New York,2010-11-05,17.394308631707222,autumn
New York,2010-11-06,9.656099549424557,autumn
New York,2010-11-07,14.49010184443894,autumn
New York,2010-11-08,8.973684975608181,autumn
New York,2010-11-09,7.262688758320146,autumn
New York,2010-11-10,9.138523085672231,autumn
New York,2010-11-11,22.54976339321756,autumn
New York,2010-11-12,7.238862791090109,autumn
New York,2010-11-13,16.85115830434432,autumn
New York,2010-11-14,16.89259943447664,autumn
New York,2010-11-15,18.792442520163952,autumn
New York,2010-11-16,16.09750502469567,autumn
New York,2010-11-17,13.008332233011012,autumn
New York,2010-11-18,15.134987655677715,autumn
New York,2010-11-19,26.396143977553486,autumn
New York,2010-11-20,9.384984836430387,autumn
New York,2010-11-21,22.05139753893604,autumn
New York,2010-11-22,9.536424104636778,autumn
New York,2010-11-23,12.290416337568244,autumn
New York,2010-11-24,15.155421277403425,autumn
New York,2010-11-25,22.72490850079735,autumn
New York,2010-11-26,8.517355773651728,autumn
New York,2010-11-27,15.746427831440965,autumn
New York,2010-11-28,15.574306150426471,autumn
New York,2010-11-29,8.967839937081735,autumn
New York,2010-11-30,16.334565598513283,autumn
New York,2010-12-01,-4.765279656520884,winter
New York,2010-12-02,2.1852250145692826,winter
New York,2010-12-03,-1.6767501700657141,winter
New York,2010-12-04,0.9258115953078873,winter
New York,2010-12-05,1.2630193688226663,winter
New York,2010-12-06,-2.604715376205281,winter
New York,2010-12-07,5.216232964122941,winter
New York,2010-12-08,8.38333421050544,winter
New York,2010-12-09,0.9189886815392834,winter
New York,2010-12-10,-1.625447261142694,winter
New York,2010-12-11,-1.160996357346513,winter
New York,2010-12-12,-1.4271531123276147,winter
New York,2010-12-13,2.9243412628415664,winter
New York,2010-12-14,-3.13408722335694,winter
New York,2010-12-15,1.2995765684237892,winter
New York,2010-12-16,0.06735203595473647,winter
New York,2010-12-17,-5.020608733886717,winter
New York,2010-12-18,4.49756031763968,winter
New York,2010-12-19,-6.140572781736237,winter
New York,2010-12-20,-11.517236229009786,winter
New York,2010-12-21,-0.22816200765341185,winter
New York,2010-12-22,-8.94025527451168,winter
New York,2010-12-23,3.8179896102238384,winter
New York,2010-12-24,0.5355524634197982,winter
New York,2010-12-25,-3.418828483253806,winter
New York,2010-12-26,8.579827712215076,winter
New York,2010-12-27,0.1651101592969465,winter
New York,2010-12-28,-0.9591678576050713,winter
New York,2010-12-29,7.087798626811356,winter
New York,2010-12-30,5.366194371541207,winter
New York,2010-12-31,1.6047896035072329,winter
New York,2011-01-01,1.07829480415068,winter
New York,2011-01-02,-5.751970443615941,winter
New York,2011-01-03,-0.25157665660199663,winter
New York,2011-01-04,11.375577187372851,winter
New York,2011-01-05,-7.186925281196295,winter
New York,2011-01-06,-0.8384030078847265,winter
New York,2011-01-07,-1.0531481376872256,winter
New York,2011-01-08,-1.0442481549482348,winter
New York,2011-01-09,1.0988922409540445,winter
New York,2011-01-10,0.17514921759206323,winter
New York,2011-01-11,-4.366497807490116,winter
New York,2011-01-12,-0.5803913271627649,winter
New York,2011-01-13,6.351597460219819,winter
New York,2011-01-14,5.880939594234751,winter
New York,2011-01-15,3.9076178725128474,winter
New York,2011-01-16,-5.630699614607897,winter
New York,2011-01-17,-8.378647651935182,winter
New York,2011-01-18,-3.445067026478836,winter
New York,2011-01-19,1.0362830449643252,winter
New York,2011-01-20,1.7077256631071442,winter
New York,2011-01-21,-1.113423769606091,winter
New York,2011-01-22,6.954858573651559,winter
New York,2011-01-23,1.2928630348890895,winter
New York,2011-01-24,-1.0701579804072427,winter
New York,2011-01-25,2.4923773914497733,winter
New York,2011-01-26,-3.5457125358048627,winter
New York,2011-01-27,3.411451214580783,winter
New York,2011-01-28,0.3915297320756559,winter
New York,2011-01-29,-6.556489259008396,winter
New York,2011-01-30,3.7722438394986013,winter
New York,2011-01-31,-7.913013297173828,winter
New York,2011-02-01,6.749093335434927,winter
New York,2011-02-02,-6.700275673074147,winter
New York,2011-02-03,-2.257704685613351,winter
New York,2011-02-04,-5.8874501498939855,winter
New York,2011-02-05,-2.7659721636917407,winter
New York,2011-02-06,-8.219076269669603,winter
New York,2011-02-07,-8.218632139289756,winter
New York,2011-02-08,-1.6828521890007988,winter
New York,2011-02-09,9.548767777789497,winter
New York,2011-02-10,-6.9881602029793815,winter
New York,2011-02-11,-2.7825205962607624,winter
New York,2011-02-12,-0.5516441193999829,winter
New York,2011-02-13,6.038777766693048,winter
New York,2011-02-14,-4.065372818234066,winter
New York,2011-02-15,-5.216260335426401,winter
New York,2011-02-16,-4.528449711601881,winter
New York,2011-02-17,3.0710796825743785,winter
New York,2011-02-18,-1.8008568656259103,winter
New York,2011-02-19,5.0654378779731655,winter
New York,2011-02-20,3.8271772262845487,winter
New York,2011-02-21,-2.4418003421054655,winter
New York,2011-02-22,0.09172084008991135,winter
New York,2011-02-23,6.995082599491674,winter
New York,2011-02-24,-3.755660697439352,winter
New York,2011-02-25,-6.924959787946179,winter
New York,2011-02-26,-2.8474708583874824,winter
New York,2011-02-27,-7.990697031890046,winter
New York,2011-02-28,-3.1967747008256304,winter
New York,2011-03-01,11.696075693912272,spring
New York,2011-03-02,16.257810383649385,spring
New York,2011-03-03,7.305049725991031,spring
New York,2011-03-04,16.718472094124028,spring
New York,2011-03-05,10.853298836575235,spring
New York,2011-03-06,9.011438645744517,spring
New York,2011-03-07,8.06937626911245,spring
New York,2011-03-08,10.60462862719006,spring
New York,2011-03-09,10.234660075736807,spring
New York,2011-03-10,2.9650904093957218,spring
New York,2011-03-11,9.858691012280259,spring
New York,2011-03-12,19.711581017762253,spring
New York,2011-03-13,10.881470941917517,spring
New York,2011-03-14,8.939699520315031,spring
New York,2011-03-15,8.919927019070881,spring
New York,2011-03-16,12.735257458783671,spring
New York,2011-03-17,12.211132707705188,spring
New York,2011-03-18,16.255493079230106,spring
New York,2011-03-19,7.787257201649748,spring
New York,2011-03-20,10.731358647896958,spring
New York,2011-03-21,7.425550800281172,spring
New York,2011-03-22,10.262771107550963,spring
New York,2011-03-23,11.961819342214818,spring
New York,2011-03-24,6.419961157503391,spring
New York,2011-03-25,7.788685993352768,spring
New York,2011-03-26,11.480133104823615,spring
New York,2011-03-27,9.160703261248527,spring
New York,2011-03-28,7.636902864583301,spring
New York,2011-03-29,19.04768641676375,spring
New York,2011-03-30,18.502463886553866,spring
New York,2011-03-31,14.431372981022507,spring
New York,2011-04-01,16.611876791200597,spring
New York,2011-04-02,11.057879894776748,spring
New York,2011-04-03,16.9090467992406,spring
New York,2011-04-04,12.196525176006102,spring
New York,2011-04-05,11.891442228182697,spring
New York,2011-04-06,5.09465599180497,spring
New York,2011-04-07,7.019999893602314,spring
New York,2011-04-08,11.523914538491058,spring
New York,2011-04-09,5.8167197633954535,spring
New York,2011-04-10,5.1913052249830995,spring
New York,2011-04-11,13.907897967392637,spring
New York,2011-04-12,12.808316523572064,spring
New York,2011-04-13,17.77977233406966,spring
New York,2011-04-14,10.734958562730444,spring
New York,2011-04-15,13.054885910457703,spring
New York,2011-04-16,7.064523731515041,spring
New York,2011-04-17,13.508429139201748,spring
New York,2011-04-18,7.8120483674807115,spring
New York,2011-04-19,8.758076366782934,spring
New York,2011-04-20,8.79510395501951,spring
New York,2011-04-21,12.889718839107871,spring
New York,2011-04-22,10.599419228229573,spring
New York,2011-04-23,17.265322921191473,spring
New York,2011-04-24,19.152393239216295,spring
New York,2011-04-25,3.885592195292534,spring
New York,2011-04-26,5.681016185773401,spring
New York,2011-04-27,18.474962363859888,spring
New York,2011-04-28,5.5938555292291126,spring
New York,2011-04-29,9.300401602584618,spring
New York,2011-04-30,15.236323282698214,spring
New York,2011-05-01,8.725229470590103,spring
New York,2011-05-02,1.4516510046186915,spring
New York,2011-05-03,15.565563836477512,spring
New York,2011-05-04,8.592307861283226,spring
New York,2011-05-05,8.729575391740738,spring
New York,2011-05-06,5.4323976052092,spring
New York,2011-05-07,11.34813078390357,spring
New York,2011-05-08,7.567085274778885,spring
New York,2011-05-09,15.772677987598435,spring
New York,2011-05-10,10.94518644144755,spring
New York,2011-05-11,11.526030113103202,spring
New York,2011-05-12,5.743164058552274,spring
New York,2011-05-13,3.8841905942387402,spring
New York,2011-05-14,13.509089021694333,spring
New York,2011-05-15,11.392340400880268,spring
New York,2011-05-16,4.55393409909979,spring
New York,2011-05-17,11.480636737073954,spring
New York,2011-05-18,13.246152927060745,spring
New York,2011-05-19,9.469915329125186,spring
New York,2011-05-20,12.007406536620945,spring
New York,2011-05-21,2.5777025375902296,spring
New York,2011-05-22,13.377299472947339,spring
New York,2011-05-23,11.354167945795288,spring
New York,2011-05-24,17.925242574429447,spring
New York,2011-05-25,16.205174691024805,spring
New York,2011-05-26,5.666263191808309,spring
New York,2011-05-27,10.55148635922292,spring
New York,2011-05-28,5.7403935461366435,spring
New York,2011-05-29,7.178512851649886,spring
New York,2011-05-30,5.492712786684346,spring
New York,2011-05-31,10.501382121351208,spring
New York,2011-06-01,32.36997814040974,summer
New York,2011-06-02,31.138179482793376,summer
New York,2011-06-03,25.61606677586568,summer
New York,2011-06-04,22.62764075893249,summer
New York,2011-06-05,16.06362558916002,summer
New York,2011-06-06,27.03783356651584,summer
New York,2011-06-07,26.159545854533683,summer
New York,2011-06-08,25.576472626949403,summer
New York,2011-06-09,30.203588702444783,summer
New York,2011-06-10,29.34212044263023,summer
New York,2011-06-11,20.764012624693898,summer
New York,2011-06-12,29.32840016229627,summer
New York,2011-06-13,29.743467892793632,summer
New York,2011-06-14,20.715299815847697,summer
New York,2011-06-15,23.900636022603436,summer
New York,2011-06-16,23.035309788011283,summer
New York,2011-06-17,20.61182885571856,summer
New York,2011-06-18,29.679661339821227,summer
New York,2011-06-19,21.980477414781685,summer
New York,2011-06-20,25.403274772333226,summer
New York,2011-06-21,26.560118533423214,summer
New York,2011-06-22,21.871611229075285,summer
New York,2011-06-23,27.57153298322418,summer
New York,2011-06-24,26.901895637127108,summer
New York,2011-06-25,27.168535709565564,summer
New York,2011-06-26,28.447398594166636,summer
New York,2011-06-27,25.583618199127443,summer
New York,2011-06-28,18.6118922742885,summer
New York,2011-06-29,17.548891129459093,summer
New York,2011-06-30,28.517274519468955,summer
New York,2011-07-01,22.617088661201233,summer
New York,2011-07-02,29.889334301393973,summer
New York,2011-07-03,24.057872389754895,summer
New York,2011-07-04,30.711556207226497,summer
New York,2011-07-05,24.44976208088934,summer
New York,2011-07-06,22.469059456430344,summer
New York,2011-07-07,27.75935485142408,summer
New York,2011-07-08,25.09409628069785,summer
New York,2011-07-09,22.044799860460063,summer
New York,2011-07-10,30.447789014132375,summer
New York,2011-07-11,29.776321836420223,summer
New York,2011-07-12,20.78634141196962,summer
New York,2011-07-13,22.784154889965905,summer
New York,2011-07-14,20.95986166098684,summer
New York,2011-07-15,27.99216209082389,summer
New York,2011-07-16,31.895983892211806,summer
New York,2011-07-17,29.76102697931281,summer
New York,2011-07-18,33.94877278573506,summer
New York,2011-07-19,19.424157271745138,summer
New York,2011-07-20,13.59797996490196,summer
New York,2011-07-21,22.089351749843573,summer
New York,2011-07-22,32.16239113149924,summer
New York,2011-07-23,26.003592561136504,summer
New York,2011-07-24,20.391659750623333,summer
New York,2011-07-25,32.43586960452541,summer
New York,2011-07-26,30.89468350517175,summer
New York,2011-07-27,19.7246101430376,summer
New York,2011-07-28,23.95080105970223,summer
New York,2011-07-29,19.040889427909455,summer
New York,2011-07-30,26.658081892992705,summer
New York,2011-07-31,29.19337309733336,summer
New York,2011-08-01,21.034512049715325,summer
New York,2011-08-02,19.689014940308173,summer
New York,2011-08-03,20.36429640419487,summer
New York,2011-08-04,16.66763454369842,summer
New York,2011-08-05,23.785861398443938,summer
New York,2011-08-06,33.38123340335556,summer
New York,2011-08-07,26.023237830463213,summer
New York,2011-08-08,23.423473639123763,summer
New York,2011-08-09,20.770286438878816,summer
New York,2011-08-10,23.204580448245213,summer
New York,2011-08-11,18.88998987638199,summer
New York,2011-08-12,22.171065324892602,summer
New York,2011-08-13,21.49691722455591,summer
New York,2011-08-14,37.260995375849994,summer
New York,2011-08-15,28.66091397314802,summer
New York,2011-08-16,27.6830097335809,summer
New York,2011-08-17,29.52425812029545,summer
New York,2011-08-18,30.439405224058127,summer
New York,2011-08-19,29.142279346248436,summer
New York,2011-08-20,37.865199163041574,summer
New York,2011-08-21,23.13106572455491,summer
New York,2011-08-22,28.70296560294382,summer
New York,2011-08-23,22.69226825470105,summer
New York,2011-08-24,19.31844134182276,summer
New York,2011-08-25,22.50025691316648,summer
New York,2011-08-26,26.76843063162915,summer
New York,2011-08-27,31.451699977980606,summer
New York,2011-08-28,30.385556978575853,summer
New York,2011-08-29,17.273527229084927,summer
New York,2011-08-30,22.951399339771132,summer
New York,2011-08-31,28.64432762500245,summer
New York,2011-09-01,10.511885936244829,autumn
New York,2011-09-02,18.20313172010916,autumn
New York,2011-09-03,21.279982634419515,autumn
New York,2011-09-04,15.807733946047637,autumn
New York,2011-09-05,15.247723187953731,autumn
New York,2011-09-06,11.339594623119462,autumn
New York,2011-09-07,14.732355800083049,autumn
New York,2011-09-08,24.002176336967434,autumn
New York,2011-09-09,17.101966291617217,autumn
New York,2011-09-10,18.114107998388423,autumn
New York,2011-09-11,9.087783866198924,autumn
New York,2011-09-12,11.294525726821721,autumn
New York,2011-09-13,8.820727195823732,autumn
New York,2011-09-14,20.370084296222895,autumn
New York,2011-09-15,12.443384694700823,autumn
New York,2011-09-16,20.03795502141465,autumn
New York,2011-09-17,17.54348292151132,autumn
New York,2011-09-18,18.71745044755673,autumn
New York,2011-09-19,19.763166292574283,autumn
New York,2011-09-20,13.709429557987697,autumn
New York,2011-09-21,16.07997390378155,autumn
New York,2011-09-22,20.14573855309982,autumn
New York,2011-09-23,15.158578867375994,autumn
New York,2011-09-24,12.730007433246842,autumn
New York,2011-09-25,12.989641107216315,autumn
New York,2011-09-26,13.041183715159919,autumn
New York,2011-09-27,15.049264720728225,autumn
New York,2011-09-28,7.553307992673592,autumn
New York,2011-09-29,15.250345518300325,autumn
New York,2011-09-30,7.458840095929984,autumn
New York,2011-10-01,15.106358821827559,autumn
New York,2011-10-02,10.938942208536721,autumn
New York,2011-10-03,7.535445049262161,autumn
New York,2011-10-04,18.956229224851448,autumn
New York,2011-10-05,22.905720398458435,autumn
New York,2011-10-06,5.614647953803998,autumn
New York,2011-10-07,12.125524970256954,autumn
New York,2011-10-08,24.223858778929266,autumn
New York,2011-10-09,12.938661218606157,autumn
New York,2011-10-10,15.764852734469114,autumn
New York,2011-10-11,4.680981188475322,autumn
